"bObsweep bObi Pet Robotic Vacuum Cleaner, Silver - OP5727556SV",$531.04,"BC, Canada","C $97.50
Liectroux B6009 Wifi APP Robot Vacuum Cleaner with Map Navigation Smart Memory,$226.90,"SHENZHEN, China",FREE,lilinrobot,,,https://www.ebay.com/itm/Liectroux-B6009-Wifi-APP-Robot-Vacuum-Cleaner-with-Map-Navigation-Smart-Memory/254012793610?hash=item3b2457a30a:g:~UkAAOSwFs1cB5dT
Robotic Vacuum Cleaner Rechargeable Dirt Dust Floor Sweeper Home Cleaning Tool,$52.83,"Cheung Sha Wan, HK, Hong Kong",FREE,corner_store247,,"
Black
Dark Gray
White",https://www.ebay.com/itm/Robotic-Vacuum-Cleaner-Rechargeable-Dirt-Dust-Floor-Sweeper-Home-Cleaning-Tool/153560503487?hash=item23c0eb54bf:m:mr5jxK3MgBkEznnlS97_Mbw
Roborock S50 Robotic Vacuum Cleaner - Rose gold,$120.00,"Enfield, SA, Australia","AU $35.00

							(approx. US $21.98)",secretcloset99,,,https://www.ebay.com/itm/Roborock-S50-Robotic-Vacuum-Cleaner-Rose-gold/324100947994?hash=item4b75ec001a:g:I4oAAOSw6VVeabDe
Neato DC00 Botvac Connected Robotic Vacuum Cleaner Floor Recharge Robot Sweeper,"$1,599.00","Moorabbin, Australia","AU $139.95

							(approx. US $87.88)",matchbox_australia,,,https://www.ebay.com/itm/Neato-DC00-Botvac-Connected-Robotic-Vacuum-Cleaner-Floor-Recharge-Robot-Sweeper/173966316386?epid=5031269330&hash=item2881335362:g:IK0AAOSw9-JeIPSk
Intelligent Suction Robot Vacuum Cleaner Multifunction Household Cleaner &Mop,172.99,"SHENZHEN, China",FREE,lilinrobot,,,https://www.ebay.com/itm/Intelligent-Suction-Robot-Vacuum-Cleaner-Multifunction-Household-Cleaner-Mop/253374751911?hash=item3afe4fe4a7:g:Vn8AAOSwgc1awZOQ
Original Robot Roomba 980 Black Robotic Vacuum Cleaner,$800.00,"Enfield, SA, Australia","AU $40.00

							(approx. US $25.12)",secretcloset99,,,https://www.ebay.com/itm/Original-Robot-Roomba-980-Black-Robotic-Vacuum-Cleaner/324080371785?hash=item4b74b20849:g:tZYAAOSwT5teUF6m
1800PA Multifunctional Smart Floor Cleaner Vacuum Robot 3-In-1 Auto Rechargeable,49.99,"Preston, United Kingdom","GBP 9.99

							(approx. US $12.53)",digital_flames,,"
Black
White
Grey",https://www.ebay.com/itm/1800PA-Multifunctional-Smart-Floor-Cleaner-Vacuum-Robot-3-In-1-Auto-Rechargeable/202926529229?hash=item2f3f5d1acd:m:mb76wjcIOyT1jQxnW5T7b3g
iClebo YCR-M07-10 Omega Gold Robotic Robot Vacuum Cleaner Smart / Yujin Robot,$349.99,"Seoul, Korea, South",$9.99,with_us,,,https://www.ebay.com/itm/iClebo-YCR-M07-10-Omega-Gold-Robotic-Robot-Vacuum-Cleaner-Smart-Yujin-Robot/322207604515?epid=2254366907&hash=item4b0511df23:g:4EcAAOSwXrhXmVG1
Mopet Microfiber Mop Robot Vacuum Cleaner -household cleaning Robot,$85.94,"Katano-shi Osaka, Japan",FREE,saitoh320622,,,https://www.ebay.com/itm/Mopet-Microfiber-Mop-Robot-Vacuum-Cleaner-household-cleaning-Robot/261942431981?hash=item3cfcfc50ed:g:HKEAAOSwDNdVimGG
Samsung Powerbot Robotic Vacuum Cleaner Robot Sr10M7010Ub,$448.50,"vic, Australia","AU $81.55

							(approx. US $51.21)",dta_vacs,,,https://www.ebay.com/itm/Samsung-Powerbot-Robotic-Vacuum-Cleaner-Robot-Sr10M7010Ub/173212285612?epid=3012051168&hash=item285441baac:g:~2EAAOSw5UFb7Xh0
Smart Vacuum Cleaner Intelligent Automatic Sweeping Mopping Robot,$23.88,"ShenZhen, China",FREE,lzbuy17,,"
White
Black",https://www.ebay.com/itm/Smart-Vacuum-Cleaner-Intelligent-Automatic-Sweeping-Mopping-Robot/164121109844?hash=item2636616554:m:mIHxmPJhyxUEfHp1bhfCu2A
"bObsweep bObi Pet Robotic Vacuum Cleaner, Silver - OP5727556SV",$531.18,"BC, Canada","C $92.50

							(approx. US $66.68)",medgames,,,https://www.ebay.com/itm/bObsweep-bObi-Pet-Robotic-Vacuum-Cleaner-Silver-OP5727556SV/352998974576?epid=24027530904&hash=item523060e470:g:2DIAAOSw7oheaEbS
NEW Deenkee DK600  2.8'' 1500Pa  Self-Charging Robotic Vacuum Cleaner - Black,$95.00,"Indianapolis, Indiana, United States",$22.00,croleyinventory,,,https://www.ebay.com/itm/NEW-Deenkee-DK600-2-8-1500Pa-Self-Charging-Robotic-Vacuum-Cleaner-Black/283784152633?hash=item4212da8639:g:agIAAOSwJ5BeSEyR
Samsung robot floor vacuum cleaner VR10M701BUW/SB,295.00,"Tartu, Estonia","GBP 25.00

							(approx. US $31.35)",wallmarket24,,,https://www.ebay.com/itm/Samsung-robot-floor-vacuum-cleaner-VR10M701BUW-SB/263855582452?hash=item3d6f04acf4:g:QkAAAOSwkVVbZAQW
2018 New Smart Vacuum Cleaner Cordless Robotic Sweeper Cleaning Machine Remote,$211.99,"wenzhou, China",FREE,deepbst2,,,https://www.ebay.com/itm/2018-New-Smart-Vacuum-Cleaner-Cordless-Robotic-Sweeper-Cleaning-Machine-Remote/323386574193?epid=19022340437&hash=item4b4b578571:g:9WQAAOSwVzRbalq6
"bObsweep PetHair Robotic Vacuum Cleaner and Mop, Rouge",$386.75,"AB, Canada","C $98.60

							(approx. US $71.08)",naborsmedia,,,https://www.ebay.com/itm/bObsweep-PetHair-Robotic-Vacuum-Cleaner-and-Mop-Rouge/392698681660?epid=4030517195&_trkparms=ispr%3D1&hash=item5b6eaa593c:g:VaEAAOSwgGJeURkJ&enc=AQAEAAACYBPxNw%2BVj6nta7CKEs3N0qXTYAqhnMEGDbPScmOeymaJvnOnM7qzeyyWpBXkpJral0GbfSeZhdJImEaKnJiq8%2Fb%2F8JR7Dr%2FujYQnLBoaTGMTP7Cc9oO1zQBNMb70aeW0KwGZF44uzALllMlDcpPtO7Kl2C7VhZ%2BdJWXXjoIFv%2BMHlNR%2BRzk%2FP6A6XH%2BtVgMlxiN99sg6hC0yDH0M%2BGH7UVqR8m44amr%2Bap%2FYZ7g4zQw%2FyZLNt5vicegx3SYpCewzBpANl3tUoXUBDbwmGyNvkBdjJJu8UtqJHVdatnfXTHX5pUTDelwzVRMtzzn7y9kse1Ejj%2FjJPikqvCsMgAVQ77nb1%2B1eDJgVqxfSoarJCJCoHx41TZFAHv6PGkkknWmiIxsGCMbHvut0Ur6bTOs2zsMxLkITJIk1SyOYP2WzYoDJJRgRuII5pyEkbJvx2wNfukNe2p6NGbovgpGeyxoBRJYZ1P9%2BG7h00ALnY3mQqdUFtH%2BFQ5wx0CXofPVqk%2Fx4Ajmw4ob2wh3GwFrcMve0zEufTmdm3BAsECawz10SwJBMlnG3TAohhRmm0z5McDF1w03wv4FrUKkMmly4LZUZKXfg1e%2B83pn57RNP%2F5aDSbJ61EoBXSqOOg9%2FOzhjjyqcFrvzOqoZeMY6bvuRgUf73oAyvSVzsWVAeU%2B3GDbdTwJYrQ0UjYfjdY3QB%2B6XnlauXirQBrceyx%2B0v4BJOmtu%2FsWSnJa1ozjBKD%2FXaUbDPcyBNp%2FXSDwXIbwLjbozYbEFeVRsAG%2Fjnc0Pu4V8NJn4MP58l0E4zDCsffRlbfvvmsF0&checksum=392698681660cdf074228aae49d5a582fa398918aa4a
Pyle Upgraded Pure Clean Smart Robot Vacuum Sweeper Cleaner White,$241.44,"BC, Canada","C $97.50

							(approx. US $70.29)",jndvd9,,,https://www.ebay.com/itm/Pyle-Upgraded-Pure-Clean-Smart-Robot-Vacuum-Sweeper-Cleaner-White/143538818221?epid=17027052881&_trkparms=ispr%3D1&hash=item216b948cad:g:t9YAAOSwEdteUPxT&enc=AQAEAAACYBPxNw%2BVj6nta7CKEs3N0qWkEZrRsNq29vP2geLoxwusiWAwyR9B3JUV02pEi0w3SgCbV7dw3U09XhBNWSEXT8Ynrt14J6MbrWCy4St3bj1BxnB4TZvIAMgiz7ZJ0UUbd6XWYQCdMCFyUzn6Wv7kTxtwlUuCk3Et1K3MyBkv%2BLlbPBkLOB0V6AFsqFk%2Fhoq3csH53bVDP%2BxIVE%2F9Beww%2F9p49iv1wy3wyaqVJUzfhuJUTY6qIaYCEkx%2FJU6v8FUPNGTrchJiMbQ6IdGlyjXEQ9TXcrC9uBujyAmikkNQNERuPtW5VMD5%2FzSINc1%2B97XEhmx0ff0UV2dFUulG%2FbY58ttqrLc%2BFATSzv5UzFn4zNqE8bQTajS%2FXQ%2Bzqce7LZdNDkk93UgTK6H%2B4p3zN1epHUS3ei4vMOcuCWFOpFmTbocwt4%2BF%2Fvv1IOc5d2jMnqPRlvv9G22cxPZvL3rosWTY6jwW7pWtPNjpE7FohfXx8G7VJ%2FzG%2B0ZGOG%2F00x%2FrT0ACv3H8Gl8sHn20iVSPvBB7swaAoP%2BbZs1vvqEdx5jMVsD02uF8mpb4aIAJEEVq9z16XD3r0bzNpBSPfqTGwAsHKL5nRjCO05RE2KqMvEJauG5UBD8OCVurKW5tv1vHd%2BF%2FDlNLvhHWluf7Udn1TTcHjYq%2FHJDFpogTU4tc6yFtdYo4os13nQeKgWx4Lku1%2FcNaHWh6gH9oU2fnfq4z%2BvPh6ECM%2FUeyZQDoyNqR8YmeoMmm4A03MpeaX5QpBzB8zkERsgB5Q4fWsGe0A%2BgxyUOX71ju5d93sLJR%2Fz3bNh5NBJmX&checksum=143538818221cdf074228aae49d5a582fa398918aa4a
Smart Robot Vacuum Cleaner USB Rechargeable Automatic Sweeping Mopping Anti-fall,$23.75,"ShenZhen, China",FREE,top-electronicsitems,,"
White
Black",https://www.ebay.com/itm/Smart-Robot-Vacuum-Cleaner-USB-Rechargeable-Automatic-Sweeping-Mopping-Anti-fall/153861770351?hash=item23d2e04c6f:m:mtdCq0oNe_H1Fc2TXATpqLg
iRobot Roomba 880 Robotic Vacuum Cleaner Black Japan ver. F/S w/Tracking# New,$762.87,"Japan, Japan",FREE,duck_shop_japan,,,https://www.ebay.com/itm/iRobot-Roomba-880-Robotic-Vacuum-Cleaner-Black-Japan-ver-F-S-w-Tracking-New/201945084324?epid=176148971&hash=item2f04dd71a4:g:I3gAAOSwZKBZMlg6
New Wifi APP Control Robot Vacuum Cleaner Liectroux Q8000 With Map Navigation,$236.99,"SHENZHEN, China",FREE,lilinrobot,,,https://www.ebay.com/itm/New-Wifi-APP-Control-Robot-Vacuum-Cleaner-Liectroux-Q8000-With-Map-Navigation/253551768122?epid=7019258069&hash=item3b08dcf23a:g:zVcAAOSw--xb4b7V
"bObi Classic Robotic Vacuum Cleaner and Mop, Snow",$464.28,"BC, Canada","C $92.50

							(approx. US $66.68)",medgames,,,https://www.ebay.com/itm/bObi-Classic-Robotic-Vacuum-Cleaner-and-Mop-Snow/352998753115?epid=20030526321&hash=item52305d835b:g:5aMAAOSwhZleaA5A
Liectroux B3000PLUS  Robot Vacuum Cleaner with Self Charging LED Touch Screen,176.00,"SHENZHEN, China",FREE,lilinrobot,,,https://www.ebay.com/itm/Liectroux-B3000PLUS-Robot-Vacuum-Cleaner-with-Self-Charging-LED-Touch-Screen/253372795554?hash=item3afe320aa2:g:7IwAAOSwD4lawdl6
"bObsweep PetHair Robotic Vacuum Cleaner and Mop, Rouge",$379.83,"BC, Canada","C $92.50

							(approx. US $66.68)",medgames,,,https://www.ebay.com/itm/bObsweep-PetHair-Robotic-Vacuum-Cleaner-and-Mop-Rouge/352998612560?epid=4030517195&hash=item52305b5e50:g:0ngAAOSwhLheZ-Pn
Automatic Sweeping Robot Vacuum Cleaner Home Floor Dust Home Cleaning Machine,$56.42,"Shenzhen, China",FREE,vitonis-global,,"
Black
White",https://www.ebay.com/itm/Automatic-Sweeping-Robot-Vacuum-Cleaner-Home-Floor-Dust-Home-Cleaning-Machine/124037598867?hash=item1ce1378e93:m:mf2BZ4GpS8W0Bj1vRqvjiPQ
" B3000 Robot Vacuum Cleaner w/ Virtual Blocker,Self Charge,& Remote Control",$265.00,"Hong Kong, China",FREE,eaglesmarketplace2013,,,https://www.ebay.com/itm/B3000-Robot-Vacuum-Cleaner-w-Virtual-Blocker-Self-Charge-Remote-Control/153309529306?hash=item23b1f5c4da:g:rBAAAOSwAbxcGeke
Intelligent Robot Vacuum Cleaner RC Sweeper USB Rechargeable Multifunction,$91.26,"Shenzhen, China",FREE,uptogethertek,,,https://www.ebay.com/itm/Intelligent-Robot-Vacuum-Cleaner-RC-Sweeper-USB-Rechargeable-Multifunction/153751680916?hash=item23cc507794:g:8NQAAOSwvchd6cgS
Automatic Smart Cleaning Sweeping Robotic Vacuum Cleaner Floor Sweeper White,$305.50,"Shenzhen, China","AU $22.39

							(approx. US $14.06)",ecdepot,,,https://www.ebay.com/itm/Automatic-Smart-Cleaning-Sweeping-Robotic-Vacuum-Cleaner-Floor-Sweeper-White/401918223216?hash=item5d94316370:g:3mYAAOSwj95doFbg
Smart Robot Vacuum Cleaner Hoover  Automatic Carpet Floor Sweeper,29.95,"Dublin , Ireland","EUR 17.95

							(approx. US $19.89)",mega-source,,"
Black
White",https://www.ebay.com/itm/Smart-Robot-Vacuum-Cleaner-Hoover-Automatic-Carpet-Floor-Sweeper/113954490082?hash=item1a883786e2:m:mj9YonAOSGLPs6jFiAE58zQ
3IN1 Self Navigated Rechargeable Smart Robot Vacuum Cleaner Mop Auto Sweeper APP,$90.23,"Guangzhou, China",$15.99,woerstore,,,https://www.ebay.com/itm/3IN1-Self-Navigated-Rechargeable-Smart-Robot-Vacuum-Cleaner-Mop-Auto-Sweeper-APP/264394581941?epid=28030649262&hash=item3d8f2527b5:g:nbYAAOSwhY1d~Ib1
Smart Sweeping Robot Vacuum Cleaner Floor Edge Dust Clean Auto Suction Sweeper,$14.99,"Shenzhen, China",FREE,homedevices,,"
Rechargeable Sweeping robot
Battery  Sweeping robot",https://www.ebay.com/itm/Smart-Sweeping-Robot-Vacuum-Cleaner-Floor-Edge-Dust-Clean-Auto-Suction-Sweeper/264545700928?hash=item3d98270c40:m:mN7NIvbA1MeghzmGNTsZx-A
3 IN 1 Smart Floor Robot Vacuum Cleaner Mop Automatic Laser Distance Sensor Edge,$6.99,"Shenzhen, China",FREE,allseems,,"
Black
Gray
White
1PC Robot rag",https://www.ebay.com/itm/3-IN-1-Smart-Floor-Robot-Vacuum-Cleaner-Mop-Automatic-Laser-Distance-Sensor-Edge/143332228723?hash=item215f443e73:m:m9Rt1cAKUx2rv_OlO6_JT0w
"eufy BoostIQ RoboVac 30, Robot Vacuum Cleaner, Upgraded, Super-Thin, 1500Pa...",$576.23,"BC, Canada","C $92.50

							(approx. US $66.68)",medgames,,,https://www.ebay.com/itm/eufy-BoostIQ-RoboVac-30-Robot-Vacuum-Cleaner-Upgraded-Super-Thin-1500Pa/352999540068?epid=3027548430&hash=item5230698564:g:XSUAAOSwNsdeaOEV
Cleaning Mopping Robotic Vacuum Cleaner Automatic Multifunctional White,46.72,"Shenzhen, China",FREE,dailydealuk,,,https://www.ebay.com/itm/Cleaning-Mopping-Robotic-Vacuum-Cleaner-Automatic-Multifunctional-White/233458719921?hash=item365b395cb1:g:T0cAAOSwO5VeFMdI
ECOVACS Deebot Slim Vacuum Cleaner Robot Light Green Special Hair Pets Original,$479.00,"Madrid, Madrid, Spain",FREE,limonesfelix,,,https://www.ebay.com/itm/ECOVACS-Deebot-Slim-Vacuum-Cleaner-Robot-Light-Green-Special-Hair-Pets-Original/142674946304?hash=item213816e900:g:N74AAOSwnlFachem
Smart Robotic Vacuum Cleaner Dry Wet Cordless Floor Dust Auto Sweeping Machine,$49.73,"ShenZhen, China",FREE,acemotor2015,,"
Red
Black",https://www.ebay.com/itm/Smart-Robotic-Vacuum-Cleaner-Dry-Wet-Cordless-Floor-Dust-Auto-Sweeping-Machine/153309776444?hash=item23b1f98a3c:m:mCc6VE80LkQ2f75ABmoSpYQ
Smart Self Docking Recharge Robotic Vacuum Cleaner Machine Sweep Floor Auto C3F0,$40.59,"shanghai, China",FREE,care4health413,,"
Black
Gray
White",https://www.ebay.com/itm/Smart-Self-Docking-Recharge-Robotic-Vacuum-Cleaner-Machine-Sweep-Floor-Auto-C3F0/264664508678?hash=item3d9f3be906:m:m_xTEcj2p0k32N-Jw2l90pw
"bObsweep WPP56001CH Pethair Plus Robotic Vacuum Cleaner and Mop, Charcoal",$590.11,"AB, Canada","C $90.50

							(approx. US $65.24)",minorgames,,,https://www.ebay.com/itm/bObsweep-WPP56001CH-Pethair-Plus-Robotic-Vacuum-Cleaner-and-Mop-Charcoal/372983214561?hash=item56d78831e1:g:0VoAAOSwvFteaOEr
3 in 1 Automatic Smart Robotic Vacuum Cleaner Robot Home Floor Sweeping Mop,$46.99,"Shenzhen, China",FREE,tila_3236,,,https://www.ebay.com/itm/3-in-1-Automatic-Smart-Robotic-Vacuum-Cleaner-Robot-Home-Floor-Sweeping-Mop/293494500092?hash=item4455a2aafc:g:XiAAAOSwZDleWHM9
"bObi Classic Robotic Vacuum Cleaner and Mop, Snow",$244.40,"AB, Canada","C $98.60

							(approx. US $71.08)",naborsmedia,,,https://www.ebay.com/itm/bObi-Classic-Robotic-Vacuum-Cleaner-and-Mop-Snow/392698316338?epid=20030526321&_trkparms=ispr%3D1&hash=item5b6ea4c632:g:9BwAAOSwJrleUetr&enc=AQAEAAACYBPxNw%2BVj6nta7CKEs3N0qUCEbUh43dO%2F83JGJtdU2qoqQCdUnFVbU0wQOYRpfdC4ultNgSSoBk%2F3%2Bq66CxEU7WpcAJCPJwbL0mIepGqbKNg1wmmxOcDrDCRbLpZpzrv3ZmTcd5O6CHcITl%2FmwvyYYNMrg31KEH5mTaR86LhcJ4DcrHXYC%2F18OrY0WSpAtkazNa9NrjzBFOqHgCpJgcRD4Np%2BKjm1lGYf8sezbuQjj7Wa%2FuIRbWPIccnyphzIpsLF1inaQmRaZURAbJk%2BlBXvaTJ07zgOQjOfuhWdPBKdM29unXA294RnFnwK9LF3bYukd0IUGS5Z0x3%2FLJen0WQZgpWi5Dii0idGxG4Ywc7nbkNsvvmTSnhpnGdEfNoTVW9srZcy6mwz%2BBKYrq9ZGVYBkrcexcA%2BrtL%2FmgWjIT8e6Prr3AonIT35fFXNByvbzzMDHNnZw3E5vXbrzvr3nGUXduehseooMh4MhMhj%2F%2B5rDHTU5LoICM5bESh%2FmPnv2%2Bn1XN1Gh0pokKx3kbBJqK7baf91wi2LmAqTdz4%2BWzOofwMY9xMPGO9i5VsDRJZ71dBIH4oSI7DzAHkkDip7objRW7u9NNz7d72anI5wJMRxkGk8Gte3lQCDTQUThpbpBg0ZA9c1lKlUAJyWgy4kpWSf8YyIcel667HPzEM6d94kPMGBpt2bmuaPcRk3myCYlZJG7U%2BAaaXTIMYTSw3WMsHsO2cq1z%2FXBtRnU298ZtTXgY06Sb1BteGB%2Fcu%2FPIA7h9JMWfBdRqBktqG0rbRVmjC15VnFcFKHhrngb2xE36zU53N&checksum=392698316338cdf074228aae49d5a582fa398918aa4a
"eufy BoostIQ RoboVac 30, Robot Vacuum Cleaner, Upgraded, Super-Thin, 1500Pa...",$439.08,"AB, Canada","C $98.60

							(approx. US $71.08)",naborsmedia,,,https://www.ebay.com/itm/eufy-BoostIQ-RoboVac-30-Robot-Vacuum-Cleaner-Upgraded-Super-Thin-1500Pa/392699050704?epid=3027548430&_trkparms=ispr%3D1&hash=item5b6eaffad0:g:ACAAAOSwTz1eUrEg&enc=AQAEAAACYBPxNw%2BVj6nta7CKEs3N0qWdPHPGlG1EqdhfsNZGKpZdiiQhcDtMpZcEzgIZRm%2B5qNFR60In11qfeGPlZfXD%2Bq8%2FmlG76k6xvLtBOGe99Q1Cz%2F3LF8PO7I0a73IK4kkOPR0jkPz%2FnIW4GMp73vSlfNXhB%2BWTbLmhFMOp%2B1jusD0%2FAkum9%2FD%2FGmTNQUuvRu4k1hqcZmgR6r%2FFNEZwrWAK9QTwHMlfxewTQ8dkLgmL9DX9C0JjnQERVT419U%2BpJcZGbidrHkkhlzYVurDJwF9k1cQ2Rn8ljTFSOWoKx3buV4mXTgILMRB7%2F4wJnghWbHPPn8jeKh0xg4aoRj2c%2BrYK1lvt0wUYMNS0iSzUDVCvk5uZ8AMZ2YsPJS%2F5oemFxG5KZ25tAQMfd1e%2Fq%2Bvud63hqHhNTXbFgLFj3sbQFbf2dO3dfx9bPpuhzwFuodolwO5OxC93H68Kbm%2BCFR7OWMjI2Od29o4U15uXSvL3Qe%2Bnre5fZQE8e9kqR4LV86iCiYpWkRwwex4PHUD%2BATk%2Bp4S0yLBmi5siHwZfyCmqD0uz2KPn3BR4qw90zl%2FmdtWaXXhJlEMuFW8qw%2BKwvsulOL8nZdWnZBnqmW3vY8JE4VJ2XjE32MnjsKoezEBla3Age0UkdIqwHqYpsmlOHswD4vbACbgZZgwAKtwFJR0MhudEkVYEqCkOAGH2WF9c38i98NfGSpUrQAgRYIBj5ivCdU9sNY5yN0xEXfUEujcMegoviunZ1ji%2BFtJRLrP0Uzyolpl3CJl8i6MyI1%2FiWnLgbhWYzoFbnivO5SoI2NnwovlQ%2Fz3M&checksum=392699050704cdf074228aae49d5a582fa398918aa4a
